,书籍名称,频率
3294,斜阳,2
3295,御伽草纸,3
3296,阴火,2
3297,奔跑吧梅勒斯,2
3298,盛开的樱花林下,2
3299,白痴,2
3300,魔鬼的无聊,2
3301,都会中的孤岛,2
3302,奥林匹斯之果,2
3303,夫妻善哉,2
3304,世相,2
3305,逆旅---竹久梦二的世界,2
3306,陆拾柒目,2
3307,伍拾叁次,2
3308,东海道徒步旅行记,2
3309,舞姬,3
3310,细雪,3
3311,痴人之爱,5
3312,疯癫老人日记,2
3313,恶魔,2
3314,阴翳礼赞,2
3315,风流樱花雨,2
3316,日本散文经典,2
3317,日本散文精品,2
3318,日本随笔经典,2
3319,雁寺,2
3320,五号街夕雾楼,2
3321,红花物语,2
3322,新珠,2
3323,珍珠夫人,2
3324,世界尽头与冷酷仙境,4
3325,舞舞舞,2
3326,国境以南太阳以西,2
3327,斯普特尼克恋人,2
3328,好风长吟,2
3329,复乐园,2
3330,一片雪,2
3331,泡与沫,2
3332,樱花树下,2
3333,情人的苦恋,2
3334,花逝,2
3335,化妆,2
3336,流冰之旅,2
3337,紫丁香冷的街道,2
3338,紫阳花日记,2
3339,浮休,2
3340,轻率恋爱又何妨,2
3341,男人这东西,5
3342,日本短篇小说选,4
3343,苍氓,2
3344,日本天皇的阴谋,2
3345,情窦初开,2
3346,造园的人,2
3347,女人的路,2
3348,放浪记,2
3349,晚菊,2
3350,浮云,2
3351,邂逅之森,2
3352,孤独的周末,2
3353,黑岛传治短篇小说选,2
3354,性的人,2
3355,同时代的游戏,2
3356,青年的污名,2
3357,女人为谁而活,2
3358,恶女手记,2
3359,明与暗,2
3360,心,3
3361,门,2
3362,三四郎,2
3363,虞美人草,2
3364,十夜之梦,2
3365,孔子,2
3366,敦煌,2
3367,浪人,2
3368,幽灵棚子,2
3369,紫鲤鱼,2
3370,阿文的魂魄,2
3371,正雪绘马,2
3372,春天雪融时,2
3373,鹰的去向,2
3374,夜叉神堂,2
3375,妖狐传,2
3376,雷兽与蛇,2
3377,柠檬,2
3378,天璋院笃姬,2
3379,一弦琴,2
3380,笃姬,2
3381,生活在海上的人们,2
3382,德川家康,2
3383,织田信长,2
3384,明治天皇,2
3385,丰臣家族,2
3386,关原之战,2
3387,源义经,2
3388,燃烧吧！剑,2
3389,德川十五代,2
3390,江户大名,2
3391,宫本武藏,2
3392,日本剑侠宫本武藏,2
3393,丰臣秀吉,2
3394,源赖朝,2
3395,上杉谦信,2
3396,武田信玄,2
3397,黄昏清兵卫,2
3398,真田幸村,2
3399,战国旋风记,2
3400,花之庆次,2
3401,天地人,2
3402,树影谭,2
3403,中华名物考,2
3404,对中国文化的乡愁,2
3405,日本卷,3
3406,武则天,2
3407,武则天女皇之路,2
3408,书斋闲话,2
3409,幸田露伴散文选,2
3410,岛崎藤村散文选,2
3411,石川啄木诗歌集,2
3412,第八号妓院,2
3413,望乡,2
3414,非色,2
3415,木偶净琉璃,2
3416,日本中篇小说经典,2
3417,风流佛,2
3418,青梅竹马,2
3419,完美的蔷薇,2
3420,春琴抄,2
3421,潮骚,2
3422,天上的葫芦花,2
3423,日本当代小说选,2
3424,枯木风景,2
3425,高野圣僧,2
3426,没有太阳的街,2
3427,芥川龙之介全集,2
3428,一个人的好天气,3
3429,温柔的叹息,2
3430,魂,2
3431,东京昆虫物语,2
3432,宰相之妻,2
3433,拜伦传,2
3434,思想 山水 人物,2
3435,沉重的岁月,2
3436,假面人物,2
3437,踩蛇,2
3438,幻色江户历,2
3439,一朵桔梗花,2
3440,日下书,2
3441,日下随笔,2
3442,浮世物语,2
3443,日本四季,2
3444,万物简史,2
3445,世界简史,3
3446,世界是平的,2
3447,黄金草原,1
3448,世界艺术史,1
3449,人的解放,1
3450,人类的艺术,1
3451,人类的故事,1
3452,文明的开端,1
3453,奇迹与人,1
3454,房龙论人,1
3455,音乐的故事,2
3456,地球的故事,1
3457,与世界伟人谈心,1
3458,房龙图说,1
3459,私人生活史,1
3460,家庭史,1
3461,古代世界史,1
3462,历史,2
3463,伯罗奔尼撒战争史,1
3464,希腊的生活观,1
3465,古代的希腊,1
3466,古希腊风化史,1
3467,罗马史,1
3468,编年史,1
3469,罗马国史大纲,1
3470,吉本自传,1
3471,古代的罗马,1
3472,古罗马人的欢娱,1
3473,古罗马风化史,1
3474,论农业,1
3475,罗马十二帝王传,1
3476,希腊罗马名人传,1
3477,云,1
3478,马蜂,1
3479,埃斯库罗斯悲剧全集,1
3480,古希腊戏剧选,1
3481,贤君的世纪,1
3482,臭名昭著的皇帝,1
3483,名妓传奇,1
3484,光荣与闪电,1
3485,黑夜史,1
3486,忧郁的热带,1
3487,柏拉图全集,1
3488,古兰经,3
3489,圣经故事集,1
3490,耶稣的故事,1
3491,基督的人生观,1
3492,天路历程,2
3493,上帝的一生,1
3494,基督教之基础,1
3495,袖珍神学,1
3496,沙漠教父言行录,1
3497,幸福而短促的人身,1
3498,罗马的精神,1
3499,希腊的回声,1
3500,希腊人和希腊文明,1
3501,古希腊宗教的社会起源,1
3502,希腊宗教研究导论,1
3503,有节制的生活,1
3504,马上沉思录,1
3505,金驴记,1
3506,工作与时日 神谱,1
3507,英雄宝镜,1
3508,论生活的价值,1
3509,回忆苏格拉底,1
3510,罗素道德哲学,1
3511,自由之路,1
3512,罗素名言录,1
3513,婚姻与道德,1
3514,或此或彼,1
3515,意志改变世界,1
3516,人生智慧录,1
3517,生存空虚说,1
3518,查拉斯图拉如是说,1
3519,偶像的黄昏,1
3520,快乐的科学,1
3521,悲剧的诞生,1
3522,瞧！这个人,1
3523,人生论,1
3524,人的末日,1
3525,瓮葬,1
3526,生命的悲剧意识,1
3527,愚人颂,1
3528,美学,2
3529,艺术哲学,2
3530,人论,1
3531,荷尔德林诗新编,1
3532,荷尔德林诗的阐释,1
3533,美国大城市的死与生,16
3534,中国美术史纲,1
3535,中国艺术,1
3536,西方现代派美术,1
3537,外国艺术精粹赏析,1
3538,东方美术史话,1
3539,近代美术史潮论,1
3540,哲学的故事,1
3541,苦闷的象征,1
3542,文明与野蛮,1
3543,罗丹艺术论,1
3544,莫兰迪,1
3545,多面肖邦,1
3546,艺术引导人生,1
3547,德拉克洛瓦日记,1
3548,美,1
3549,文学简史,1
3550,说爱,1
3551,追寻自我,1
3552,存在心理学探索,1
3553,人性能达的境界,1
3554,单行道,1
3555,发达资本主义时代的抒情诗人,1
3556,十九世纪文学主流,1
3557,马克思恩格斯选集,2
3558,我景仰的人,1
3559,马克思的自白,1
3560,数字化生存,1
3561,第三次浪潮,1
3562,人的现代化,1
3563,小说面面观,1
3564,波斯人信札,1
3565,存在与虚无,1
3566,他人就是地狱,1
3567,英雄和英雄崇拜,1
3568,游戏规则,1
3569,知识分子,1
3570,大教学论,1
3571,教学法解析,1
3572,中国古代教育家语录类编,1
3573,教养,1
3574,有钱人,1
3575,大狗,1
3576,金钱传,1
3577,亚历山大大帝,1
3578,叶卡特琳娜女皇,1
3579,埃及艳后,1
3580,拿破仑大传,1
3581,拿破仑一世传,1
3582,拿破仑,2
3583,拿破仑时代,2
3584,拿破仑与女明星,1
3585,拿破仑三世宫廷秘事,1
3586,拿破仑外传,1
3587,回忆拿破仑,1
3588,我与拿破仑,1
3589,林肯,1
3590,卑斯麦,1
3591,埃及艳后：克娄巴特拉,1
3592,尼罗河传,1
3593,叶卡特琳娜二世,1
3594,雪莱传,1
3595,雨果传,1
3596,人生五大问题,1
3597,林肯传,1
3598,华盛顿传,1
3599,欧文见闻录,1
3600,阿拉伯简史,1
3601,我的自传,1
3602,大洋国,1
3603,王家之路,1
3604,梵高传,2
3605,凡高自传,1
3606,诸神复活,1
3607,弗里达,1
3608,三大师,1
3609,三作家,1
3610,命丧断头台的法国王后,1
3611,异端的权利,1
3612,巴尔扎克传,1
3613,人类的群星闪耀时,1
3614,同情的罪,1
3615,茨威格散文精选,1
3616,茨威格小说全集,1
3617,约翰逊传,1
3618,约翰逊博士传,1
3619,维多利亚,2
3620,维多利亚时代四名人传,1
3621,傅译传记五种,1
3622,德兰修女传,1
3623,性·演化·达尔文,1
3624,人这种动物,1
3625,亚当之脐,1
3626,性的历史,1
3627,爱经,2
3628,变形记,4
3629,性，不只是性爱,1
3630,撒旦的使徒,1
3631,妇女与社会主义,1
3632,第二性：女人,1
3633,阅读生命,1
3634,情妇,1
3635,两性视野,1
3636,接吻的历史,1
3637,乳房的历史,1
3638,法国沙龙女人,1
3639,性心理学,1
3640,金钱与人生,1
3641,爱得太深的女人,1
3642,关于爱的思考,1
3643,人类情爱史,1
3644,言言斋性学札记,1
3645,情色夭夭,1
3646,结婚的爱,1
3647,孩子的性教育问题,1
3648,爱与意志,1
3649,文化论,1
3650,两性社会学,1
3651,神圣的性生活,1
3652,妓家风月,1
3653,脚·鞋·性,1
3654,阅读女人,1
3655,情爱论,1
3656,自然女性,1
3657,男人：一本给女人看的书,1
3658,女人：一本给男人看的书,1
3659,弗洛伊德自传,1
3660,弗洛伊德著作选,1
3661,精神分析引论新讲,1
3662,精神分析纲要,1
3663,爱情心理学,1
3664,性学三论,1
3665,精神之梦,1
3666,婚床,1
3667,人类性文化探秘,1
3668,从嬉皮到雅皮,1
3669,西方情爱史,1
3670,情爱的崇拜,1
3671,情爱的觉醒,1
3672,情爱的放纵,1
3673,欧洲风化史,1
3674,女性心理学,1
3675,结婚心理学,1
3676,屈辱与风流,1
3677,裸体艺术论,1
3678,裸女,1
3679,关于爱,1
3680,女人的魅力,1
3681,水之魅,1
3682,唇之魅,1
3683,世界性文化图考,1
3684,欲经,1
3685,芬芳花园,1
3686,金西报告,1
3687,浮世与春梦,1
3688,世界文学,4
3689,国外文学,1
3690,外国文艺,1
3691,散文中的散文,1
3692,诗歌中的诗歌,1
3693,挤奶女的罗曼史,1
3694,音乐家的生活,1
3695,卡尔和安娜,1
3696,重返海法,1
3697,苏霍多尔,1
3698,白色蜥蜴,1
3699,野性的呼唤,3
3700,田园交响乐,1
3701,莫差特去布拉格的路上,1
3702,当代英雄,1
3703,那么一种微笑,1
3704,夜色朦胧,1
3705,马来狂人,1
3706,这里的黎明静悄悄,1
3707,高龙巴,1
3708,一颗心的沦亡,1
3709,牧羊神,1
3710,流浪者之歌,1
3711,索尔那的异端者,1
3712,红帆,1
3713,蔚蓝的和湖绿的,1
3714,都文郡人,1
3715,泰绮思,1
3716,乌露玛,1
3717,伦敦塔,1
3718,珍妮的肖像,1
3719,阿达拉 勒芮,1
3720,冰岛渔夫,1
3721,起风了,1
3722,茵梦湖,1
3723,一个世纪儿的忏悔,1
3724,玻璃师,1
3725,水月,1
3726,到灯塔去,1
3727,都会的忧郁,1
3728,妖怪,1
3729,阿列霞,1
3730,圆舞曲,1
3731,废物小传,1
3732,莺之死,1
3733,黄玫瑰,1
3734,韦克特与阿格涅丝,1
3735,古都,2
3736,田园的忧郁,1
3737,黑暗的心,1
3738,黑僧,1
3739,白马骑者,1
3740,魔沼,1
3741,千鹤,1
3742,世界著名中篇小说精选集,1
3743,世界短篇小说名篇精选,1
3744,俄罗斯短篇小说名著选评,1
3745,意大利短篇小说名著选评,1
3746,西班牙短篇小说名著选评,1
3747,英国短篇小说名著选评,1
3748,日本短篇小说名著选评,1
3749,德国短篇小说名著选评,1
3750,外国中篇小说名著选评,1
3751,世态小说,1
3752,外国短篇爱情小说选评,1
3753,红字,1
3754,查密莉雅,1
3755,阿达拉,1
3756,浓雾中的卡莱莉雅,1
3757,美国卷,2
3758,德语国家卷,2
3759,东欧卷,2
3760,外国中篇小说选,1
3761,外国短篇小说选,1
3762,英雄之死,1
3763,塞纳河上无名女子,1
3764,诺贝尔文学奖金获奖作家作品选,1
3765,一个人的遭遇,1
3766,苔蕾丝·德斯盖鲁,1
3767,约翰娜的故事,1
3768,白鹦鹉,1
3769,俄罗斯文化之旅,1
3770,北大讲座9,1
3771,北大讲座11,1
3772,俄国史教程,1
3773,千年俄罗斯,1
3774,大国的悲剧——苏联解体的前因后果,1
3775,被驱逐的人,1
3776,一只黑手套,1
3777,我的信仰,1
3778,钟的秘密心脏,1
3779,俄罗斯中篇小说选,1
3780,俄苏短篇小说经典,1
3781,俄罗斯情歌选,1
3782,静静的顿河,1
3783,被开垦的处女地,1
3784,日瓦戈医生,3
3785,俄罗斯浪游散记,1
3786,我的大学,1
3787,在人间,1
3788,高尔基中短篇小说精选,1
3789,高尔基早期作品选,1
3790,文学写照,1
3791,鹰之歌,1
3792,苏联的文学,1
3793,那一张张鲜活的面孔,1
3794,十二把椅子,1
3795,帕乌斯托夫斯基散文,1
3796,金蔷薇,2
3797,面向秋野,1
3798,乡村,1
3799,故园,2
3800,蒲宁散文精选,1
3801,林荫幽径,1
3802,阿尔谢尼耶夫的一生,1
3803,阿尔巴特街的儿女,1
3804,屠格涅夫,1
3805,猎人笔记,1
3806,处女地,1
3807,罗亭,1
3808,贵族之家,1
3809,初恋,1
3810,屠格涅夫抒情诗集,1
3811,屠格涅夫散文诗,1
3812,女性三部曲,1
3813,娜婷,1
3814,断梦,1
3815,爱丝雅,1
3816,往事与随想,1
3817,家庭的戏剧,1
3818,赫尔岑中短篇小说集,1
3819,普希金抒情诗选集,1
3820,普希金诗选,1
3821,复仇艳遇,1
3822,普希金小说集,1
3823,叶甫盖尼·奥涅金,1
3824,普希金叙事诗选集,1
3825,普希金散文选,1
3826,普希金在流放中,1
3827,奥勃洛摩夫,1
3828,戈洛夫廖夫老爷们,1
3829,怎么办？,1
3830,序幕,1
3831,安娜·卡列宁娜,2
3832,家庭的幸福,1
3833,哈吉穆拉特,1
3834,克鲁采奏鸣曲,1
3835,童年·少年·青年,1
3836,托尔斯泰散文,1
3837,酒色与生命,1
3838,苦难的历程,1
3839,被欺凌与被侮辱的,1
3840,群魔,1
3841,地下室手记,2
3842,白夜,1
3843,冬天里的夏日印象,1
3844,穷人的美德,1
3845,契诃夫小说全集,1
3846,契诃夫小说选,1
3847,以头撞墙,1
3848,癌症楼,1
3849,古格拉群岛,1
3850,从彼得堡到斯德哥尔摩,1
3851,火坑,1
3852,亚玛街,1
3853,小说戏剧选,2
3854,死农奴,1
3855,马尔林斯基小说选,1
3856,别洛佐尔中尉,1
3857,艾特玛托夫小说集,1
3858,白轮船,1
3859,幸福的钥匙,1
3860,勃留锁夫日记钞,1
3861,茨维塔耶娃诗集,1
3862,散文随笔,1
3863,回忆录,1
3864,茨维塔耶娃：生活与创作,1
3865,三诗人书简,1
3866,抒情诗的呼吸,1
3867,奇特的一生,2
3868,人·岁月·生活,1
3869,说吧，记忆,2
3870,骑兵军,1
3871,阿纽塔,1
3872,草原上的村庄,1
3873,你的朝霞,1
3874,白比姆黑耳朵,1
3875,钢铁是这样炼成的,1
3876,美·孤寂·女人的气质,1
3877,我的音乐生活,1
3878,谢甫琴柯诗选,1
3879,叶赛宁抒情诗选,1
3880,勃洛克抒情诗选,1
3881,爱,2
3882,我知道怎样去爱,1
3883,回忆与诗,1
3884,大自然的眼睛,1
3885,林中水滴,1
3886,为书籍的一生,1
3887,阿斯塔菲耶夫散文选,1
3888,故乡,1
3889,莎士比亚传,1
3890,莎士比亚悲剧,1
3891,蝴蝶梦,1
3892,伊利亚随笔选,1
3893,莎士比亚戏剧故事集,1
3894,燕谈录,1
3895,哈兹里特散文选,1
3896,福尔赛世家,1
3897,高尔斯华绥散文选,1
3898,英国浪漫派散文精华,1
3899,旅行的艺术,1
3900,英国短篇小说选,1
3901,艾凡赫,1
3902,肯纳尔沃思堡,1
3903,爱丁堡监狱,1
3904,福尔摩斯探案全集,2
3905,月亮宝石,1
3906,好兵,1
3907,深宫孽海,1
3908,恋爱中的女人,1
3909,欢愉之河,1
3910,达洛卫夫人,1
3911,伍尔夫散文,1
3912,性欢,1
3913,土地与情欲,1
3914,普希金秘密日记,1
3915,肉与死,1
3916,阿弗洛狄德,1
3917,堂吉诃德,3
3918,西班牙流浪汉小说选,1
3919,小癞子,1
3920,骗子外传,1
3921,林孔内特和科尔塔迪略,1
3922,鼎鼎大名的洗盘子姑娘,1
3923,流浪汉小说,1
3924,希腊奇人佐尔巴,1
3925,佩比塔·希梅尼斯,1
3926,两姊妹的爱情,1
3927,惶然录,1
3928,不安之书,1
3929,魔服,1
3930,邪恶之路,1
3931,玫瑰之乱,1
3932,十日谈,4
3933,斯巴达克思,1
3934,罗马女人,1
3935,一夜幽情,1
3936,东欧短篇小说选,1
3937,南风,1
3938,世界美如斯,2
3939,火与剑,1
3940,你往何处去,1
3941,十字军骑士,1
3942,好兵帅克历险记,1
3943,新十日谈,1
3944,缓慢,2
3945,可笑的爱情,1
3946,不朽,2
3947,生活在别处,2
3948,为了告别的聚会,1
3949,生命中不能承受之轻,5
3950,乌兰斯匹格传奇,1
3951,多尔第,1
3952,爱情的最后一夜 战争的最初一夜,1
3953,绿衣亨利,1
3954,迪伦马特小说集,1
3955,审判,4
3956,城堡,5
3957,卡夫卡随笔,1
3958,卡夫卡散文,1
3959,狱中书简,1
3960,塔杜施先生,1
3961,圣彼得的伞,1
3962,西方名女,1
3963,套在火山上的锁链,1
3964,漂来的磨坊,1
3965,什特凡大公,1
3966,斧头,1
3967,钢琴教师,1
3968,荆棘鸟,7
3969,幸运生涯,1
3970,风暴眼,1
3971,镜中瑕疵,1
3972,榕树叶子,1
3973,五卷书,1
3974,东方短篇小说选,1
3975,佛本生故事选,1
3976,鲁拜集,1
3977,商道,1
3978,王道,1
3979,鲑鱼,1
3980,南朝鲜小说集,1
3981,泰戈尔文集,1
3982,泰戈尔散文选,1
3983,泪与笑,1
3984,纪伯伦散文诗选,1
3985,纪伯伦散文精选,1
3986,名妓与法老,1
3987,耻,1
3988,我的名字叫红,2
3989,雪,1
3990,伊斯坦布尔,1
3991,村庄,1
3992,梅达格胡同,1
3993,独立的人们,1
3994,侏儒,1
3995,狂人证词,1
3996,女仆的儿子,1
3997,红房间,1
3998,易卜生戏剧选,1
3999,阁楼里的女人,1
4000,饥饿,1
4001,大地的成长,1
4002,蒂特：人的女儿,1
4003,新娘·主人·十字架,1
4004,拉丁美洲短篇小说选,1
4005,弗洛尔和她的两个丈夫,1
4006,人鬼之间,1
4007,圣女桑塔,1
4008,族长的没落,1
4009,诺贝尔奖的幽灵,1
4010,胡利娅姨妈与作家,1
4011,绿房子,1
4012,博尔赫斯小说集,1
4013,疯狂的奥兰多,1
4014,巴黎隐士,1
4015,饿狗,1
4016,阿玛莉雅,1
4017,艾菲·布里斯特,1
4018,布登勃洛克一家,4
4019,猫与鼠,1
4020,女士及众生相,2
4021,诗与真,1
4022,歌德谈话录,1
4023,少年维特的烦恼,6
4024,浮士德,7
4025,歌德叙事诗集,1
4026,歌德传,1
4027,臣仆,1
4028,小丑之见,1
4029,丧失了名誉的卡塔琳娜·勃罗姆,1
4030,德奥中篇小说经典,1
4031,西线无战事,3
4032,一个热爱艺术的修士的内心倾诉,1
4033,朗读者,7
4034,特雷庇姑娘,1
4035,施笃姆诗意小说选,1
4036,恋爱中的男人,1
4037,海涅选集,2
4038,章鱼,1
4039,再见，哥伦布,1
4040,啊，拓荒者！,1
4041,我的安东妮亚,1
4042,一个迷途的女人,1
4043,愤怒的葡萄,2
4044,小红马,1
4045,美国作家论文学,1
4046,汤姆叔叔的小屋,3
4047,根,1
4048,土生子,1
4049,天边外,1
4050,女人的忧郁,1
4051,窒息,1
4052,迷情之夜,1
4053,金房子,1
4054,名人隐私录,1
4055,阿奇正传,1
4056,勿失良辰,1
4057,喧哗与骚动,3
4058,熊,1
4059,我弥留之际,1
4060,汤姆·索亚历险记,3
4061,哈克贝里·芬历险记,1
4062,马克·吐温中短篇小说选,1
4063,欧亨利短篇小说选,1
4064,卢布林的魔术师,1
4065,美国短篇小说选,1
4066,珍妮姑娘,1
4067,嘉莉妹妹,1
4068,巨人,1
4069,斯多褐,1
4070,一位女士的画像,1
4071,德莫福夫人,1
4072,杜宾的生活,1
4073,冷山,1
4074,北回归线,2
4075,南回归线,2
4076,春梦之结,1
4077,性爱之旅,1
4078,最后的遗言,1
4079,索菲的选择,1
4080,硬汉不跳舞,1
4081,艳星梦露,1
4082,美与孽,1
4083,夜色温柔,1
4084,人间天堂,1
4085,飞女郎与哲学家,1
4086,爵士时代的故事,1
4087,那些忧伤的年轻人,1
4088,愚人之死,1
4089,琥珀,1
4090,当代美国旅诗人朦胧诗选,1
4091,白鲸,3
4092,阿尔罕伯拉,1
4093,爱伦·坡短篇小说选,1
4094,希尔顿自传,1
4095,洛丽塔,1
4096,贵人·女人·小人,1
4097,成双成对,1
4098,我的生活与爱,1
4099,蒂凡尼的早餐,1
4100,别的声音，别的房间,1
4101,富兰克林文集,1
4102,穷查理历书,1
4103,重游缅湖,1
4104,美国啊！美国,1
4105,午夜疯狂,1
4106,66号公路,1
4107,繁华一梦,1
4108,钟为谁鸣,1
4109,海明威短篇小说选,1
4110,私生女,1
4111,小妇人,5
4112,皮帕·李德私生活,1
4113,我的一生,2
4114,邓肯谈艺录,1
4115,舞蹈的艺术,1
4116,阿娜伊斯·宁日记,1
4117,给一个未出生孩子的信,1
4118,穆齐尔散文,1
4119,品酒,1
4120,我的死了的生活的回忆,1
4121,秋天里的春天,1
4122,三人书简,1
4123,鸟的魅力,1
4124,梭罗集,1
4125,漫步,1
4126,野果,1
4127,种子的信仰,1
4128,心灵漫步,1
4129,沙郡岁月,1
4130,遥远的房屋,1
4131,低吟的荒野,1
4132,心灵的慰藉,1
4133,小毛驴之歌,1
4134,星·雪·火,1
4135,无忧历书,1
4136,天地历书,1
4137,塞耳彭自然史,1
4138,所罗门的指环,1
4139,森林报,1
4140,钓客清话,1
4141,米什莱散文选,1
4142,鸟儿,1
4143,大海,1
4144,外国优秀散文选,1
4145,与花儿攀谈,1
4146,蜜蜂的生活,1
4147,双重花园,1
4148,清新的原野,1
4149,冬日阳光,1
4150,鸟与诗人,1
4151,醒来的森林,1
4152,自然之门,1
4153,少雨的土地,1
4154,优山美地,1
4155,典型的日子,1
4156,园圃之乐,2
4157,堤契诺之歌,1
4158,英国卷,1
4159,拉美卷,1
4160,法国卷,1
4161,俄罗斯卷,1
4162,外国散文选,1
4163,世界著名文学奖获得者散文选,1
4164,诺贝尔文学奖获得者散文选,1
4165,世界名家散文经典,1
4166,凋零的芳菲,1
4167,外国哲理小品,1
4168,中外散文诗名篇大观,1
4169,经典散文欣赏,1
4170,卢卡斯散文选,1
4171,达里奥散文选,1
4172,伦敦的叫卖声,1
4173,史密斯散文选,1
4174,聂鲁达散文选,1
4175,赫德逊散文选,1
4176,芝麻与百合,1
4177,孤独及其说创造的,1
4178,美的透视,1
4179,用心聆听世界,1
4180,爱默生日记精华,1
4181,爱默森选集,1
4182,外国戏剧名篇选读,1
4183,伪君子,1
4184,欧那尼,1
4185,朱丽小姐,1
4186,闯入者,1
4187,樱桃园,1
4188,琼斯皇,1
4189,六个寻找剧作家的角色,1
4190,动物园的故事,1
4191,列那尔散文选,1
4192,史蒂文生游记选,1
4193,黑箭,1
4194,雨果散文选,1
4195,雨果抒情散文选,1
4196,雨果的情书,1
4197,海之美,1
4198,六人,1
4199,香料传奇,1
4200,感情的花束,1
4201,都是夏娃惹的祸,1
4202,都是裸体惹的祸,1
4203,鹿之民,1
4204,巴尼奥尔喜剧选,1
4205,美国名家书信选集,1
4206,玛丽亚·沙德莱恩,1
4207,节日的晚宴,1
4208,海啸,1
4209,中国翻译名家自选集,1
4210,古希腊戏剧经典,1
4211,阿伽门农,1
4212,普罗米修斯,1
4213,俄狄浦斯王,1
4214,安提戈涅,1
4215,特洛亚妇女,1
4216,美狄亚,1
4217,外国现代派作品选,1
4218,伊索寓言,3
4219,骑鹅旅行记,1
4220,西顿野生动物故事集,1
4221,格列佛游记,1
4222,世界经典童话名著全集,1
4223,浩夫童话,1
4224,爱丽丝漫游奇境记,1
4225,吹牛大王历险记,1
4226,红色童话,1
4227,淡紫色童话,1
4228,粉色童话,1
4229,紫色童话,1
4230,深红色童话,1
4231,棕色童话,1
4232,小鹿斑比,1
4233,海蒂,2
4234,狐狸列那,1
4235,克雷洛夫寓言全集,1
4236,格林童话全集,1
4237,希腊神话和传说,1
4238,快乐王子,1
4239,青鸟,1
4240,爱的教育,2
4241,椋鸠十动物故事,1
4242,再被狐狸骗一次,1
4243,雄鹰金闪子,1
4244,板子猴,1
4245,鸟奴,1
4246,睡蟒边的雪兔,1
4247,趣味动物学,1
4248,针眼里逃出的生命,1
4249,遥遥黄河源,1
4250,我们的母亲叫中国,1
4251,安妮日记,1
4252,柳林风声,1
4253,为了孩子幸福,1
4254,命运之门,1
4255,自己拯救自己,1
4256,人性的光辉,1
4257,伟大的人物,1
4258,教诲录,1
4259,依靠自己,1
4260,财富密码,1
4261,外交家爸爸给儿子的四十七封信,1
4262,与拿破仑齐名的女人,1
4263,你是普通的花,1
4264,艾伦三书,1
4265,彼得·潘,1
4266,安徒生童话选,1
4267,安徒生童话全集,1
4268,奥·特,1
4269,天才的品性,1
4270,一生的资本,1
4271,名人书信一百封,1
4272,英美名诗一百首,1
4273,Love and Marriage,1
4274,美国语文,1
4275,成长的岁月,1
4276,心灵的日出,1
4277,人间的诗意,1
4278,白话的中国,1
4279,人类的声音,1
4280,三毛流浪记,1
4281,世界爱情诗一百首,1
4282,情人的泥土,1
4283,妙意曲,1
4284,英国现代诗选,1
4285,法国七人诗选,1
4286,外国爱情短诗萃,1
4287,近代英国诗抄,1
4288,外国是人成名作选,1
4289,梁宗岱译诗选,1
4290,济慈诗选,1
4291,法国当代诗选,1
4292,神曲,4
4293,法国现代诗选,1
4294,法国现代诗抄,1
4295,外国名家诗选,1
4296,外国千家诗,1
4297,伊利亚特,1
4298,裴多菲诗选,1
4299,奥克塔维奥·帕斯诗选,1
4300,意大利诗选,1
4301,孤独的玫瑰,1
4302,英国维多利亚时代诗选,1
4303,狄金森诗选,1
4304,德国诗选,1
4305,阿尔巴尼亚诗选,1
4306,彭斯诗选,1
4307,世界爱情赠诗集,1
4308,世界抒情诗选,1
4309,丘特切夫诗选,1
4310,邻笛集,1
4311,美国现代诗,1
4312,朗费罗诗选,1
4313,菲利普·雅各泰诗选,1
4314,历届诺贝尔文学奖获得者诗歌金库,1
4315,我站着，我受得了,1
4316,图像与花朵,1
4317,万物静默如谜,1
4318,草叶集,2
4319,惠特曼诗选,1
4320,当守望人看见灯光,1
4321,抒情十四行诗集,1
4322,白朗宁夫人诗选,1
4323,西罗普郡少年,1
4324,丽达与天鹅,1
4325,孤独与沉思,1
4326,里尔克诗选,1
4327,里尔克精选集,1
4328,里尔克散文,1
4329,里尔克与莎乐美书信选,1
4330,里尔克读本,1
4331,马尔特手记,1
4332,华兹华斯诗选,1
4333,柯尔律治诗选,1
4334,伊斯兰的起义,1
4335,麦布女王,1
4336,爱的哲学,1
4337,夜听海涛,1
4338,诗与颂歌,1
4339,拜伦抒情诗七十首,1
4340,拜伦诗选,1
4341,波德莱尔诗选,1
4342,烧酒与爱情,1
4343,诗学,1
4344,诗艺,1
4345,逃亡,1
4346,科学家的人生观,1
4347,狄拉克--科学和人生,1
4348,数学分析,2
4349,数学物理方法（含复变函数论和偏微分方程）,1
4350,矢量分析（含张量）,1
4351,原子物理学,1
4352,理论力学,1
4353,量子力学概论(翻译版)(原书第2版),1
4354,新量子世界,1
4355,非相对论量子力学,1
4356,量子力学,2
4357,量子力学原理,1
4358,量子力学专题分析,1
4359,量子力学的前沿问题(第2版)(清华大学学术专著),1
4360,断舍离,6
4361,感谢自己的不完美,1
4362,大好河山可骑驴,3
4363,徒手攀岩,2
4364,攀岩人生,5
4365,The Push,1
4366,户外探险,1
4367,少有人看见的美,1
4368,孤独六讲,8
4369,唐诗风物志,1
4370,增长黑客,9
4371,穆斯林的葬礼,21
4372,逆向管理,1
4373,将饮茶,3
